48,070
46,750
46,700
46,090
45,320
44,745
44,700
44,220
44,000
43,340
43,120
42,940
42,680
42,400
42,130
41,910
41,910
41,800
41,470
41,420
41,325
41,325
41,230
41,100
40,810
40,660
40,565
40,500
40,280
40,260
40,185
40,185
40,150
39,995
39,820
39,820
39,820
39,805
39,700
39,615
39,600
39,500
39,490
39,490
39,330
39,270
39,200
39,160
39,160
39,100
39,050
39,050
38,900
38,830
38,665
38,380
38,285
38,280
38,280
38,170
38,095
38,095
38,060
38,060
38,000
38,000
37,900
37,730
37,730
37,620
37,525
37,510
37,430
37,430
37,400
37,335
37,290
37,145
37,100
37,100
37,000
36,955
36,860
36,850
36,850
36,670
36,630
36,630
36,575
36,575
36,520
36,480
36,480
36,385
36,300
36,300
36,290
36,195
36,190
36,080
36,005
36,000
36,000
35,970
35,910
35,910
35,900
35,860
35,815
35,815
35,815
35,800
35,720
35,720
35,640
35,625
35,530
35,300
35,200
35,200
35,150
35,100
34,960
34,870
34,865
34,800
34,800
34,800
34,800
34,770
34,770
34,600
34,580
34,580
34,485
34,400
34,320
34,295
34,210
34,200
34,200
34,105
34,100
34,100
33,990
33,990
33,915
33,915
33,880
33,820
33,725
33,700
33,700
33,630
33,535
33,440
33,440
33,400
33,400
33,345
33,345
33,345
33,330
33,330
33,330
33,300
33,300
33,250
33,250
33,200
33,155
33,155
33,155
33,155
33,110
33,100
33,100
33,060
33,000
33,000
33,000
32,965
32,965
32,965
32,965
32,900
32,900
32,870
32,800
32,775
32,775
32,680
32,680
32,680
32,680
32,600
32,500
32,400
32,395
32,395
32,395
32,395
32,340
32,300
32,300
32,300
32,300
32,300
32,230
32,230
32,200
32,120
32,110
32,110
32,100
32,000
31,920
31,920
31,920
31,900
31,900
31,900
31,825
31,825
31,825
31,825
31,800
31,790
31,790
31,730
31,730
31,635
31,600
31,600
31,540
31,460
31,350
31,350
31,350
31,255
31,240
31,200
31,160
31,160
31,130
31,130
31,065
31,020
31,000
30,900
30,900
30,875
30,800
30,800
30,800
30,780
30,780
30,690
30,685
30,590
30,590
30,590
30,500
30,500
30,495
30,495
30,495
30,495
30,400
30,400
30,305
30,300
30,210
30,210
30,200
30,140
30,115
30,115
30,115
30,115
30,100
30,020
29,925
29,925
29,920
29,920
29,920
29,920
29,920
29,900
29,830
29,810
29,810
29,800
29,800
29,735
29,700
29,640
29,600
29,600
29,590
29,590
29,545
29,500
29,480
29,480
29,370
29,355
29,300
29,260
29,260
29,165
29,100
29,040
29,000
29,000
28,975
28,930
28,930
28,900
28,900
28,900
28,880
28,880
28,880
28,820
28,785
28,785
28,785
28,785
28,700
28,700
28,690
28,600
28,600
28,595
28,595
28,405
28,400
28,310
28,310
28,270
28,215
28,215
28,200
28,160
28,120
28,120
28,100
28,050
28,050
28,050
28,000
28,000
27,930
27,930
27,930
27,835
27,830
27,830
27,830
27,740
27,740
27,740
27,720
27,720
27,720
27,720
27,700
27,700
27,645
27,645
27,645
27,600
27,600
27,550
27,500
27,500
27,500
27,500
27,400
27,360
27,360
27,265
27,265
27,200
27,170
27,170
27,100
27,100
27,075
26,980
26,885
26,800
26,790
26,730
26,730
26,700
26,695
26,695
26,620
26,600
26,600
26,600
26,600
26,510
26,505
26,410
26,410
26,400
26,315
26,315
26,315
26,220
26,220
26,200
26,180
26,125
26,030
25,935
25,900
25,900
25,840
25,840
25,800
25,800
25,800
25,800
25,800
25,745
25,740
25,740
25,700
25,650
25,600
25,600
25,460
25,365
25,300
25,300
25,270
25,200
25,175
25,175
25,080
25,080
25,080
25,080
25,000
25,000
24,985
24,860
24,795
24,700
24,605
24,605
24,600
24,530
24,510
24,320
24,320
24,310
24,300
24,300
24,225
24,225
24,225
24,100
24,100
24,090
24,035
23,980
23,980
23,870
23,845
23,750
23,650
23,600
23,600
23,560
23,540
23,465
23,465
23,400
23,370
23,370
23,275
23,210
23,210
23,180
23,180
23,180
23,180
23,180
23,085
23,000
22,895
22,800
22,800
22,770
22,610
22,610
22,600
22,515
22,515
22,230
22,230
22,135
22,135
22,135
22,040
21,945
21,890
21,755
21,755
21,660
21,560
21,470
21,470
21,300
21,280
21,090
20,800
20,790
20,600
20,600
20,520
20,235
20,235
20,100
19,950
19,950
19,950
19,855
19,800
19,475
19,000
18,600
18,500
18,335
18,335
18,050
17,800
17,400
17,290
17,290
16,815
